country,method,seed,municipality,rho
brazil,aggregates,1,3165537,0.3431394931552011
brazil,aggregates,1,3171204,0.0757291764162973
brazil,aggregates,1,3300456,-0.11473379069669501
brazil,aggregates,1,3301702,0.013900817621007559
brazil,aggregates,1,3302007,0.006090941870095463
brazil,aggregates,1,3302858,0.20277643346972146
brazil,aggregates,1,3303203,-0.1823974897241898
brazil,aggregates,1,3303302,0.04369832950258424
brazil,aggregates,1,3303500,0.1224304057591269
brazil,aggregates,1,3304144,0.12304009914710469
brazil,aggregates,1,3304557,0.19851327258252324
brazil,aggregates,1,3305109,0.13073391464560213
brazil,aggregates,1,3305554,0.0967478521144874
brazil,aggregates,1,3503901,0.29229972513291036
brazil,aggregates,1,3505708,0.48913011423138847
brazil,aggregates,1,3509007,0.28262347062816057
brazil,aggregates,1,3509205,0.05456907339300848
brazil,aggregates,1,3510609,0.19763882365129978
brazil,aggregates,1,3513009,0.027596940035097203
brazil,aggregates,1,3513801,-0.052263841208491146
brazil,aggregates,1,3515004,0.13018600143610404
brazil,aggregates,1,3515707,0.07222742951301984
brazil,aggregates,1,3518800,0.16580006354517735
brazil,aggregates,1,3522208,-0.09037213071250401
brazil,aggregates,1,3523107,-0.04078967937631735
brazil,aggregates,1,3528502,0.05863059210273915
brazil,aggregates,1,3529401,0.26011751513668907
brazil,aggregates,1,3534401,0.12941695404439446
brazil,aggregates,1,3539806,-0.06403048807948448
brazil,aggregates,1,3543303,0.13910182232166957
brazil,aggregates,1,3544103,-0.10365364801416085
brazil,aggregates,1,3547304,0.7057277297399437
brazil,aggregates,1,3547809,0.19755423555961305
brazil,aggregates,1,3548708,0.2635586816354338
brazil,aggregates,1,3548807,0.18214939463333063
brazil,aggregates,1,3550308,0.3317964103844934
brazil,aggregates,1,3552502,0.09695918542636914
brazil,aggregates,1,3552809,-0.038684570051614735
brazil,aggregates,2,3106200,0.38145961248649285
brazil,aggregates,2,3106705,0.07258151596868179
brazil,aggregates,2,3118601,0.1963108142466709
brazil,aggregates,2,3124104,0.18829171863151614
brazil,aggregates,2,3129806,0.20665441990984312
brazil,aggregates,2,3144805,-0.06128896841523835
brazil,aggregates,2,3154606,-0.0052086569437813585
brazil,aggregates,2,3156700,-0.11991598507125648
brazil,aggregates,2,3157807,0.1787171167774807
brazil,aggregates,2,3165537,0.03598246245348758
brazil,aggregates,2,3171204,0.047876551162653186
brazil,aggregates,2,3300456,0.01814171795915269
brazil,aggregates,2,3301702,0.07937488509472372
brazil,aggregates,2,3302007,0.13834478892469962
brazil,aggregates,2,3302858,0.1773855706584606
brazil,aggregates,2,3303203,-0.11806895064814994
brazil,aggregates,2,3303302,0.08922248017951272
brazil,aggregates,2,3303500,0.12196581002581773
brazil,aggregates,2,3304144,-0.021616657418947246
brazil,aggregates,2,3304557,0.19445297579085644
brazil,aggregates,2,3305109,0.19654096688259085
brazil,aggregates,2,3305554,0.06012764715844072
brazil,aggregates,2,3503901,0.143710703758446
brazil,aggregates,2,3505708,0.48885710239145747
brazil,aggregates,2,3509007,0.21188692065739875
brazil,aggregates,2,3509205,0.07903211237767145
brazil,aggregates,2,3510609,0.056434883389450415
brazil,aggregates,2,3513009,0.057985871479757645
brazil,aggregates,2,3513801,-0.06944169839301509
brazil,aggregates,2,3515004,0.15513866813254268
brazil,aggregates,2,3515707,-0.14553674813581757
brazil,aggregates,2,3518800,0.20336665995045727
brazil,aggregates,2,3522208,0.12821134633029146
brazil,aggregates,2,3523107,0.020788097185879813
brazil,aggregates,2,3528502,0.0026039893647346376
brazil,aggregates,2,3529401,0.3721237427337869
brazil,aggregates,2,3534401,0.1070889774828968
brazil,aggregates,2,3539806,0.10388511688909927
brazil,aggregates,2,3543303,0.2999281325072507
brazil,aggregates,2,3544103,-0.14733487565046594
brazil,aggregates,2,3547304,0.567934929714252
brazil,aggregates,2,3547809,0.365955994520511
brazil,aggregates,2,3548708,0.3056494184923938
brazil,aggregates,2,3548807,0.24269567388078137
brazil,aggregates,2,3550308,0.4002112716761033
brazil,aggregates,2,3552502,0.1820935793515177
brazil,aggregates,2,3552809,-0.07182742211317937
brazil,mexico-init,0,3106200,0.4139470961985162
brazil,mexico-init,0,3106705,0.10018715509493178
brazil,mexico-init,0,3118601,0.1813679920379469
brazil,mexico-init,0,3124104,0.2958156632813274
brazil,mexico-init,0,3129806,0.21703751205794522
brazil,mexico-init,0,3144805,-0.3062746933231538
brazil,mexico-init,0,3154606,0.0441205712245437
brazil,mexico-init,0,3156700,-0.03830049999662143
brazil,mexico-init,0,3157807,0.18474118621794083
brazil,mexico-init,0,3165537,0.3709441232328961
brazil,mexico-init,0,3171204,-0.053988449702920056
brazil,mexico-init,0,3300456,-0.013439092149493428
brazil,mexico-init,0,3301702,-0.189922740843317
brazil,mexico-init,0,3302007,0.07155952102034926
brazil,mexico-init,0,3302858,0.08367943471025081
brazil,mexico-init,0,3303203,-0.3116124264209361
brazil,mexico-init,0,3303302,-0.25057517864399825
brazil,mexico-init,0,3303500,0.07674757262328002
brazil,mexico-init,0,3304144,0.07286149871262045
brazil,mexico-init,0,3304557,0.2916281061435079
brazil,mexico-init,0,3305109,0.09293917560280314
brazil,mexico-init,0,3305554,-0.07014798830382363
brazil,mexico-init,0,3503901,-0.1650352323464903
brazil,mexico-init,0,3505708,0.02436401484540444
brazil,mexico-init,0,3509007,0.2118309833414139
brazil,mexico-init,0,3509205,0.18067895641540396
brazil,mexico-init,0,3510609,0.35338947737512766
brazil,mexico-init,0,3513009,-0.134283644940802
brazil,mexico-init,0,3513801,-0.06742764375020653
brazil,mexico-init,0,3515004,0.1910947369948161
brazil,mexico-init,0,3515707,0.09511180935472378
brazil,mexico-init,0,3518800,0.10101896907752497
brazil,mexico-init,0,3522208,-0.14434024951116525
brazil,mexico-init,0,3523107,0.06512739868143129
brazil,mexico-init,0,3528502,-0.07753552854787635
brazil,mexico-init,0,3529401,0.22735479586496338
brazil,mexico-init,0,3534401,0.17504806648649165
brazil,mexico-init,0,3539806,-0.11662654988456782
brazil,mexico-init,0,3543303,0.2539489515048172
brazil,mexico-init,0,3544103,0.03833940568078172
brazil,mexico-init,0,3547304,-0.11438010223644789
brazil,mexico-init,0,3547809,0.0971135263429851
brazil,mexico-init,0,3548708,0.29189496085752786
brazil,mexico-init,0,3548807,-0.050602233147737104
brazil,mexico-init,0,3550308,0.38082372597998027
brazil,mexico-init,0,3552502,0.11813997685674499
brazil,mexico-init,0,3552809,0.2928443104710422
brazil,mexico-init,1,3106200,0.4134496602391985
brazil,mexico-init,1,3106705,0.04615635069935406
brazil,mexico-init,1,3118601,0.22420858228379809
brazil,mexico-init,1,3124104,0.2542734896796122
brazil,mexico-init,1,3129806,0.17697693599584344
brazil,mexico-init,1,3144805,-0.21572322287652462
brazil,mexico-init,1,3154606,0.0696548113416967
brazil,mexico-init,1,3156700,-0.062269033450942535
brazil,mexico-init,1,3157807,0.21645600554222186
brazil,mexico-init,1,3165537,0.4664306120524028
brazil,mexico-init,1,3171204,0.007254870353406575
brazil,mexico-init,1,3300456,-0.02380528734491364
brazil,mexico-init,1,3301702,-0.1378692232342103
brazil,mexico-init,1,3302007,0.09221645787087764
brazil,mexico-init,1,3302858,0.14656770681575326
brazil,mexico-init,1,3303203,-0.3143663196872182
brazil,mexico-init,1,3303302,-0.2292202856599805
brazil,mexico-init,1,3303500,0.06133350074894742
brazil,mexico-init,1,3304144,0.1497665206835577
brazil,mexico-init,1,3304557,0.19154798384619814
brazil,mexico-init,1,3305109,0.10450206437846285
brazil,mexico-init,1,3305554,-0.13532871600253393
brazil,mexico-init,1,3503901,-0.09918833454788331
brazil,mexico-init,1,3505708,0.161328308497918
brazil,mexico-init,1,3509007,0.14833822498336013
brazil,mexico-init,1,3509205,0.19574957654647768
brazil,mexico-init,1,3510609,0.35479939330397003
brazil,mexico-init,1,3513009,-0.06831255682118345
brazil,mexico-init,1,3513801,0.045885976694333815
brazil,mexico-init,1,3515004,0.20574895863805284
brazil,mexico-init,1,3515707,0.0925181648049888
brazil,mexico-init,1,3518800,0.09673888537140567
brazil,mexico-init,1,3522208,-0.17698431361381456
brazil,mexico-init,1,3523107,0.060878208638816184
brazil,mexico-init,1,3528502,-0.026932257225802482
brazil,mexico-init,1,3529401,0.20328346213533846
