country,municipality,lon,lat,tokens,score,split
brazil,3303906,-43.18192822992516,-22.494438439839865,1560,2.080363,
brazil,3303955,-44.013734959768634,-22.51348016174709,242,2.028217,
brazil,3304003,-43.913606705130015,-22.6137417670898,416,2.3673398,
brazil,3304110,-44.322812478832084,-22.430884214457276,490,1.6162786,
brazil,3304128,-44.272719806949794,-22.418098156129673,46,1.7901452,
brazil,3304144,-43.57450822751915,-22.72163444606403,3692,1.7823856,
brazil,3304201,-44.46858442079766,-22.474450735095775,1446,1.3535029,
brazil,3304300,-42.62258245315534,-22.716014642829588,562,2.6921477,
brazil,3304524,-41.93389426938997,-22.49731639476093,1434,1.6309011,
brazil,3304557,-43.42706501797015,-22.900236445535814,53216,1.4487231,
brazil,3304706,-42.1854943159371,-21.540701965366114,334,2.193591,
brazil,3304755,-41.08371525462643,-21.506395530753814,630,1.8585716,
brazil,3304805,-41.7500948014497,-21.64508369760158,163,2.0927572,
brazil,3304904,-43.03171074264391,-22.8331610179132,4654,1.6359459,
brazil,3305000,-41.10860440050542,-21.69464246511464,76,2.1236858,
brazil,3305109,-43.36663807536473,-22.784567256142232,5645,1.4268821,
brazil,3305208,-42.09102878882723,-22.833887683291717,2260,1.8533952,
brazil,3305505,-42.473824040481304,-22.90036368414121,1719,2.0344982,
brazil,3305554,-43.684255992111936,-22.776208443884332,4301,1.7995925,
brazil,3305752,-42.741955856903225,-22.742719042494606,366,2.4942212,
brazil,3305802,-42.9556926269535,-22.407166563794462,1080,1.9973238,
brazil,3306008,-43.19596503556661,-22.114917571583664,866,2.3335884,
brazil,3306107,-43.711038983596445,-22.25915627861844,563,2.3145695,
brazil,3306206,-43.68357234580841,-22.410319256659516,367,2.4976695,
brazil,3306305,-44.10072067828395,-22.511701912955157,3073,1.6215715,
brazil,3500105,-51.07590552891144,-21.68447601137201,537,1.6729177,
brazil,3500303,-46.97863563573507,-22.05924478213141,424,1.5396056,
brazil,3500402,-46.719783283782775,-21.946902621239033,93,1.4242585,
brazil,3500600,-47.874027506634185,-22.59994558029883,94,1.6051037,
brazil,3500709,-48.986662386799466,-22.452775546650933,598,1.7358372,
brazil,3501152,-47.30763740132272,-23.50430253225899,66,1.8213234,
brazil,3501301,-51.45969419512837,-22.08187069512236,823,1.8347701,
brazil,3501608,-47.315871110963165,-22.73293970133584,5942,1.0983002,
brazil,3501707,-48.11425306145061,-21.73712825473118,434,1.604051,
brazil,3501905,-46.785564760803005,-22.70613297406142,885,1.8107188,
brazil,3502101,-51.37550338526499,-20.8978386005796,811,1.5399423,
brazil,3502507,-45.235423776270814,-22.84892352557988,425,1.6280104,
brazil,3502754,-47.08960617382795,-23.43712472063427,287,2.0621881,
brazil,3502804,-50.448595433588345,-21.203433575212618,2345,1.2374172,
brazil,3502903,-47.61022714980963,-23.531323421246963,1710,1.5700531,
brazil,3503208,-48.169707146764935,-21.781142972192068,3082,1.184871,
brazil,3503307,-47.37287049624483,-22.356661978193475,1663,1.2760113,
brazil,3503802,-47.1536869647912,-22.57636376219456,1155,1.5755235,
brazil,3503901,-46.32897076661061,-23.40398458631251,3222,1.3466104,
brazil,3504008,-50.420783370381045,-22.65466529856029,1324,1.4686451,
brazil,3504107,-46.587124026424576,-23.108599714211177,3722,1.6511517,
brazil,3504503,-48.92787843786299,-23.09987233088816,1034,1.3153934,
brazil,3504602,-49.45337361758482,-20.91290685783284,463,1.5351827,
brazil,3505203,-48.736809565748025,-22.076095167270157,493,1.4871607,
brazil,3505302,-48.55470717575225,-22.48239638392286,758,1.5681957,
brazil,3505500,-48.57046153181811,-20.554376261930503,1592,1.4787271,
brazil,3505609,-48.1543398068126,-21.191955835996986,252,1.8260641,
brazil,3505708,-46.85874950389055,-23.504186621372344,5778,1.3404233,
brazil,3505906,-47.58664276207023,-20.893643901398423,853,1.5500497,
brazil,3506003,-49.066558554421114,-22.324204230826755,3936,1.2592317,
brazil,3506102,-48.47925979287769,-20.938510644105342,980,1.1951581,
brazil,3506359,-46.032376620905296,-23.799322635394596,1219,1.7873163,
brazil,3506508,-50.34100752820461,-21.286183342559852,1488,1.1691643,
brazil,3506607,-46.03837869600624,-23.570529040773785,498,1.9956766,
brazil,3507001,-47.68923048364379,-23.293469384350075,1559,1.5242686,
brazil,3507100,-46.46973982564333,-23.13742909558154,616,1.5578011,
brazil,3507506,-48.45496789528359,-22.894031679721287,1966,1.4174354,
brazil,3507605,-46.555515041697696,-22.953038395735017,3206,1.5106746,
brazil,3507803,-47.654796824323554,-20.991809952537626,371,1.2936251,
brazil,3507902,-48.12656388651001,-22.27915918875519,366,1.6679839,
brazil,3508405,-47.10418547634495,-23.279075456997578,403,1.7635349,
brazil,3508504,-45.705882790537416,-23.115994573695318,1591,1.73549,
brazil,3508603,-45.015205898610176,-22.654195060777592,421,1.8648758,
brazil,3509007,-46.733984432173926,-23.37036549962473,2289,1.7344625,
brazil,3509205,-46.846126625883,-23.373065975223824,1862,1.7717375,
brazil,3509254,-48.12160053375421,-24.720552760571035,468,1.8226979,
brazil,3509403,-47.304586197773695,-21.272471472725275,340,1.7769957,
brazil,3509502,-47.08481136259449,-22.914071332076258,13865,1.0804585,
brazil,3509601,-46.77093111664296,-23.208672191970173,1863,1.4954616,
brazil,3509700,-45.58579356447849,-22.73545760354323,605,1.722677,
brazil,3509957,-45.05911738311946,-22.70888463042634,25,1.4529201,
brazil,3510005,-50.38577225267084,-22.747051230249305,344,1.6355613,
brazil,3510203,-48.344349408779905,-24.00285568795205,518,1.6525068,
brazil,3510302,-47.73510325410244,-23.49042188094159,436,1.8203341,
brazil,3510401,-47.49378465803915,-22.995949298198312,701,1.6352826,
brazil,3510500,-45.382708347650336,-23.6122087267018,1127,1.890536,
brazil,3510609,-46.836770132249576,-23.54308292160202,3291,1.2537897,
brazil,3510807,-47.0794322267509,-21.775633852307855,460,1.3953692,
brazil,3511102,-48.9765473673399,-21.136748849513616,1589,1.4300727,
brazil,3511300,-49.27792429479192,-20.89433412040928,72,2.2360666,
brazil,3511508,-47.747196250339876,-23.166313933545425,1052,1.364884,
brazil,3511607,-47.90297540810082,-23.26077369428033,37,1.9058657,
brazil,3511706,-47.805616355307414,-22.52132395976625,34,2.5614583,
brazil,3512209,-47.165709668987546,-22.336817499517498,334,1.4587587,
brazil,3512407,-47.440693065136955,-22.482730413243658,643,1.717386,
brazil,3512803,-47.18882190378627,-22.649092338941436,1052,1.5730156,
brazil,3513009,-46.91630072082325,-23.617708698463215,5129,1.3166347,
brazil,3513108,-47.73800376378435,-21.321987571683465,503,1.7739023,
brazil,3513207,-47.42618949295134,-20.441665531637256,84,1.9850093,
brazil,3513405,-44.96808423722452,-22.577957283230443,672,1.6121101,
brazil,3513504,-46.41345013719943,-23.881915277491366,2776,1.7514513,
brazil,3513702,-47.612609804253964,-21.908411728989737,502,1.780349,
brazil,3513801,-46.60940416150604,-23.69323919308831,4249,1.0290465,
brazil,3514106,-48.38571475074398,-22.374680476317366,348,1.6097822,
brazil,3514403,-51.53597692414518,-21.484240484166033,607,1.3380892,
brazil,3514908,-47.34593396951954,-23.085210245478617,76,1.9175934,
brazil,3515004,-46.82970815480389,-23.6517995050385,3792,1.3536613,
brazil,3515103,-46.808909132126935,-23.832645397850357,1535,1.761979,
brazil,3515152,-47.17379670621088,-22.51662091325038,35,2.3006597,
brazil,3515186,-46.762080688740966,-22.19493633330015,494,1.4348762,
brazil,3515509,-50.24745350942976,-20.280031008460544,1095,1.407731,
brazil,3515707,-46.37198344364414,-23.545782768553856,3058,1.1825545,
brazil,3516200,-47.40061463619153,-20.532898288606606,3515,1.198565,
brazil,3516309,-46.73624462724643,-23.27685352508204,1948,1.8441925,
brazil,3516408,-46.72348528837114,-23.316200353285122,2229,1.6245208,
brazil,3516705,-49.659323019863294,-22.215904225022932,596,1.5149202,
brazil,3517208,-49.78778776397433,-21.641140860136257,135,1.9184091,
brazil,3517406,-48.31452018502017,-20.323013439690623,475,1.4757788,
brazil,3517505,-49.24357046849052,-20.78834596888417,394,1.8492506,
brazil,3517703,-47.83255854369995,-20.518908891206657,28,1.7104536,
brazil,3518206,-50.647736656548624,-21.25230875673093,382,1.4395916,
brazil,3518305,-46.0873574257616,-23.375837499482092,1243,2.0877028,
brazil,3518404,-45.191921755713274,-22.792016366289634,1524,1.5607982,
brazil,3518602,-48.229198517026,-21.362797539809872,400,1.6463183,
brazil,3518701,-46.2595493330218,-23.967125161527964,2501,1.4932857,
brazil,3518800,-46.471402127215555,-23.437732722712397,21179,1.403473,
brazil,3519055,-47.06632769252883,-22.628565744611645,339,1.663999,
brazil,3519071,-47.208507322602074,-22.882685924196092,3235,1.2492942,
brazil,3519303,-48.00399323680137,-21.948283532739623,384,1.6878384,
brazil,3519600,-48.83502002514886,-21.760803156360065,883,1.4827007,
brazil,3519709,-47.20422859907671,-23.682748833694365,1770,1.7337618,
brazil,3520004,-48.56096807734801,-22.515688578829206,455,1.5066777,
brazil,3520103,-47.76314451846895,-20.034373352366387,454,1.6229646,
brazil,3520202,-46.11968842057963,-23.218699651909198,46,1.4136314,
brazil,3520301,-47.51795313187657,-24.691913486684747,270,2.0254712,
brazil,3520400,-45.363361395462924,-23.810683612079572,259,2.0216928,
brazil,3520426,-47.51091783123843,-24.718997910945806,279,2.3124125,
brazil,3520442,-51.337981957609436,-20.423022957718945,409,1.5423629,
brazil,3520509,-47.217648106874755,-23.10033853672724,3676,1.4456614,
brazil,3521002,-47.660805887495336,-23.37821483300247,689,1.8086287,
brazil,3521150,-49.383605354687454,-20.706648131685196,59,1.6541306,
brazil,3521408,-47.50941624196484,-22.5893124679257,386,1.5902836,
brazil,3521804,-49.10481192218749,-23.406356953049837,436,1.8497964,
brazil,3522109,-46.81783952927713,-24.190380773986423,2011,1.5963585,
brazil,3522208,-46.82931281382562,-23.71997551928352,2869,1.5295185,
brazil,3522307,-48.0462230713204,-23.590195628947782,1801,1.4219788,
brazil,3522406,-48.88314115275461,-23.986506154421004,979,1.5882843,
brazil,3522505,-46.94466948283619,-23.5463355228985,2126,1.4428806,
brazil,3522604,-46.817416234530924,-22.430591246164017,1243,1.515542,
brazil,3522703,-48.81105250138149,-21.597054001043226,570,1.5617684,
brazil,3522901,-48.711856758785245,-22.311823078011496,21,1.6292474,
brazil,3523107,-46.340509448258295,-23.462641885982652,6496,1.336573,
brazil,3523206,-49.32870680858971,-24.111795076488168,497,1.650657,
brazil,3523305,-47.03136158134861,-24.290782482171807,48,3.0994024,
brazil,3523404,-46.79913452227541,-23.011321420053342,744,1.8141745,
brazil,3523909,-47.31258338199034,-23.31827255309895,3815,1.3976818,
brazil,3524006,-47.05572892639305,-23.146627793498126,2381,1.5264248,
brazil,3524105,-47.78918271094453,-20.33359593191795,461,1.748663,
brazil,3524303,-48.31913860623196,-21.256411245320987,1063,1.3489316,
brazil,3524402,-45.98030029218884,-23.2970507426618,5216,1.4797179,
brazil,3524709,-46.99592378611747,-22.68606385236548,1614,1.5566703,
brazil,3524808,-50.54348590128167,-20.271328293560828,748,1.4312748,
brazil,3524907,-45.78015794126497,-23.297649575128,23,2.3613303,
brazil,3525003,-46.902972958075786,-23.540726378331232,1231,1.1648192,
brazil,3525102,-47.78153209673557,-21.03881487845092,671,1.7540045,
brazil,3525201,-46.71147270573592,-23.113406820211644,2067,1.7125608,
brazil,3525300,-48.55654534335899,-22.290766883680124,1572,1.4326357,
brazil,3525706,-49.681022271415436,-21.055130609194883,481,1.4887314,
brazil,3525854,-47.79454973790251,-23.093806394362847,28,1.6464547,
brazil,3525904,-46.91152620756586,-23.174056484351503,5723,1.1852063,
brazil,3526407,-47.83720018703659,-23.04748746313294,421,1.6487241,
brazil,3526605,-44.925478104198426,-22.559804516089454,45,1.421542,
brazil,3526704,-47.38646887663358,-22.188222618807544,1080,1.3166434,
brazil,3526803,-48.803633952135954,-22.59496286981839,871,1.5386661,
brazil,3526902,-47.39362565605397,-22.594899538777586,4239,1.3151965,
brazil,3527009,-46.65726834739064,-22.529618130843115,21,1.9579052,
brazil,3527108,-49.750370369672694,-21.67519312910917,1001,1.406891,
brazil,3527207,-45.1180043623316,-22.740245258289885,1030,1.5884714,
brazil,3527306,-46.95242973737424,-23.08618949948799,1832,1.4112698,
brazil,3528403,-47.20612034641317,-23.478463338092094,998,1.6162385,
brazil,3528502,-46.60382275839858,-23.33011832035249,1943,2.0551798,
brazil,3529005,-49.95134102454648,-22.206992768983536,2341,1.2971765,
brazil,3529203,-51.171668100925956,-22.145054028681137,291,1.8696709,
brazil,3529401,-46.455787473741765,-23.670879333651357,7131,1.2445943,
brazil,3530102,-51.10173603758245,-21.13698427473711,302,1.625038,
brazil,3530300,-49.49443464061342,-20.81610863982661,1002,1.2453753,
brazil,3530508,-47.009309002602784,-21.46999403709748,921,1.466458,
brazil,3530607,-46.207578376347314,-23.51013081094222,4676,1.6933517,
brazil,3530706,-46.94224077817532,-22.346066887318017,2406,1.2196302,
brazil,3530805,-46.95792807559056,-22.434106329358798,2030,1.4403065,
brazil,3531100,-46.68409620210846,-24.118551506604774,914,1.7651414,
brazil,3531308,-48.49360449274117,-21.26537096354263,635,1.5136455,
brazil,3531407,-49.71053282402538,-20.769670317062563,285,1.5639716,
brazil,3531803,-47.27921295348959,-22.93284774231328,1248,1.5083538,
brazil,3531902,-48.05194650167828,-20.725775327392586,320,1.5632991,
brazil,3532405,-46.439365542815146,-23.18036876880554,81,2.132161,
brazil,3533403,-47.292430215681726,-22.785793412690172,2066,1.3931389,
brazil,3533502,-49.21646424345462,-21.470208325870374,479,1.6220313,
brazil,3533908,-48.907401138130275,-20.732023748805545,763,1.4816753,
brazil,3534302,-47.882222488964715,-20.71955671440685,523,1.5485731,
brazil,3534401,-46.79043623119684,-23.530518752414213,7638,1.1984931,
brazil,3534609,-50.88137833308333,-21.791608097710323,435,1.4861987,
brazil,3534708,-49.87505212517717,-22.976752223948075,1467,1.2892293,
brazil,3535507,-50.578394655120604,-22.420087641681306,472,1.4751956,
brazil,3536307,-47.320127100319596,-20.59608033468676,23,1.3201401,
brazil,3536505,-47.15187357379852,-22.755127496594245,4732,1.3003069,
brazil,3536703,-48.79256247387899,-22.342193951855275,780,1.7487129,
brazil,3537107,-46.90213747998059,-22.735630859477656,625,1.6963065,
brazil,3537305,-50.07898683964809,-21.418567667014496,851,1.4316105,
brazil,3537404,-51.10985205286702,-20.63633324741414,407,1.6124647,
brazil,3537602,-46.97964545597339,-24.290803786646986,1314,1.7944161,
brazil,3537800,-47.428952353205965,-23.715358703359552,942,2.0587459,
brazil,3537909,-47.75479382051962,-23.803416666857593,633,1.7942417,
brazil,3538006,-45.454679696000966,-22.939148287610386,1881,1.7332776,
brazil,3538105,-48.92955433218457,-21.17951288784301,43,2.0225158,
brazil,3538600,-46.380005756475164,-23.04946876716453,424,1.5991726,
brazil,3538709,-47.64255709341119,-22.728971243549427,5176,1.1735376,
brazil,3539103,-46.98881032546655,-23.403309560659856,190,2.099676,
brazil,3539202,-51.497355887939605,-22.27628789871808,295,1.710261,
brazil,3539301,-47.423614530825944,-21.998250119380874,1011,1.4390672,
brazil,3539400,-49.13502925576646,-22.399140250674893,206,1.8712746,
brazil,3539509,-48.21737825846649,-21.010533439685766,343,1.6256446,
brazil,3539806,-46.34839357084148,-23.527115879490008,2553,1.172721,
brazil,3540200,-48.037878423551554,-21.026235617975942,258,1.8795371,
brazil,3540606,-47.52425411001963,-23.22455144951658,702,1.4783049,
brazil,3540705,-47.47797439012184,-21.85575256069249,784,1.4080526,
brazil,3540754,-45.25930063983628,-22.83314702264176,237,2.0692053,
brazil,3541000,-46.46380274676259,-24.01588769930717,1960,1.6187418,
brazil,3541208,-51.530216654973515,-22.05648007169562,20,2.3003325,
brazil,3541307,-52.118150213537,-21.772187647284074,706,1.4846904,
brazil,3541406,-51.41381061207448,-22.123756380750635,3966,1.0940292,
brazil,3541505,-51.84914987386531,-21.878903247715467,547,1.6874915,
brazil,3541604,-49.855924913258406,-21.54257258821384,339,1.6235005,
brazil,3542107,-47.53033106851392,-23.01635961806591,111,1.6984291,
brazil,3542206,-50.89718324259115,-22.22772809306935,385,1.7007755,
brazil,3542404,-51.340690476442894,-22.171914815408886,23,1.9364151,
brazil,3542602,-47.845510493121544,-24.502740512360315,769,1.7726566,
brazil,3542701,-47.475140704563934,-20.593041734730715,102,2.0711389,
brazil,3543303,-46.40886699506161,-23.703407201461964,4487,1.4403749,
brazil,3543402,-47.798640083689094,-21.178354071005522,6351,1.2262229,
brazil,3543907,-47.57002075068924,-22.402903574647585,2316,1.2886895,
brazil,3544004,-47.59528080852034,-22.827294564353934,651,1.749408,
brazil,3544103,-46.39329326468725,-23.744595502442888,1036,1.6124107,
brazil,3544509,-50.99596852966353,-20.17925971279585,65,1.133778,
brazil,3544905,-47.8521600050936,-20.755383973442385,57,1.5686234,
brazil,3545209,-47.29153366952953,-23.192530242222286,2541,1.4058838,
brazil,3545308,-47.570899857784426,-23.6364441404462,1471,1.6564417,
brazil,3545803,-47.39485164627952,-22.74933200097241,3043,1.2410585,
brazil,3546009,-45.96668078130829,-23.42285477531454,65,2.388239,
brazil,3546306,-47.250032587265245,-21.824231447283825,287,1.719581,
brazil,3546405,-49.627164427078846,-22.894859963063375,705,1.3760283,
brazil,3546603,-50.93120675717471,-20.20819621880013,583,1.4161644,
brazil,3546702,-47.528059687584026,-22.459436155503,696,1.396657,
brazil,3546801,-46.23136093355583,-23.3247069159761,1010,1.904614,
brazil,3547304,-46.88167594420747,-23.455366779592435,3070,1.5209683,
brazil,3547502,-47.48376691009626,-21.70343848011103,403,1.4452381,
brazil,3547601,-47.37197057218436,-21.4880754582708,313,1.7814512,
brazil,3547809,-46.51474568197978,-23.66860983420905,11578,0.967667,
brazil,3548005,-46.951439807546244,-22.60984709290976,568,1.6403424,
brazil,3548500,-46.34243888586204,-23.937864037036583,3697,1.2191421,
brazil,3548708,-46.56588796267984,-23.717163798896866,13257,0.9434143,
brazil,3548807,-46.565688958145344,-23.6274505072757,2532,0.98270303,
brazil,3548906,-47.87589582535173,-22.013462189582896,1560,1.3711739,
brazil,3549102,-46.782617907869586,-21.98071912213083,1129,1.4303606,
brazil,3549409,-47.857493399666964,-20.578016100190595,497,1.4286541,
brazil,3549706,-46.89658885177823,-21.60171739150996,734,1.6223065,
brazil,3549805,-49.376970107442276,-20.80435055818955,5582,1.1608225,
brazil,3549904,-45.869999214580524,-23.211886135190998,8153,1.5037589,
brazil,3550100,-48.57604211620331,-22.7438166236443,620,1.7732009,
brazil,3550209,-47.997640027040184,-23.881605424068503,257,1.899304,
brazil,3550308,-46.61373246253252,-23.57086348290958,85395,1.1860524,
brazil,3550407,-47.90672175569773,-22.571640709506827,888,1.6916234,
brazil,3550605,-47.1333861686734,-23.525020892594657,1333,1.7608182,
brazil,3550704,-45.44601594013644,-23.800149771092237,387,2.4685702,
brazil,3551009,-46.41996468555352,-23.963596610047126,2270,1.369026,
brazil,3551108,-47.71856960098704,-23.619921890643838,20,1.8010839,
brazil,3551504,-47.606255664354116,-21.20613148486277,442,1.6444639,
brazil,3551603,-46.70227258720763,-22.61060745013965,665,1.8861394,
brazil,3551702,-47.99557713376801,-21.13579313074154,1370,1.4384633,
brazil,3552106,-46.527307624437164,-22.591631238759234,527,1.7170775,
brazil,3552205,-47.456916711895,-23.478739636215824,8401,1.2443393,
brazil,3552403,-47.23103146998412,-22.82373053518445,4824,1.3153557,
brazil,3552502,-46.311824455860496,-23.562243164100042,5846,1.49028,
brazil,3552809,-46.78521745386422,-23.62090889919985,2837,1.167161,
brazil,3553401,-49.65456604013327,-20.62253454552341,358,1.656023,
brazil,3553708,-48.50094472523366,-21.406087677299805,660,1.4495621,
brazil,3553807,-49.24374469692887,-23.53467274930691,298,1.7133379,
brazil,3554003,-47.840395441552836,-23.345587208491633,1883,1.5482152,
brazil,3554102,-45.56642771160306,-23.027509707056176,4245,1.3757297,
brazil,3554508,-47.70937654689885,-23.107143272286585,752,1.42215,
brazil,3554805,-45.558319660576096,-22.970663918677527,1543,1.7211165,
brazil,3554904,-50.90684814241994,-20.249875265900453,41,1.9022133,
brazil,3554953,-46.678713562778874,-22.85052671762835,107,1.3874956,
brazil,3555000,-50.509491649217644,-21.930620408150638,859,1.6010246,
brazil,3555406,-45.124980924174,-23.472949626012966,1122,2.1344793,
brazil,3556206,-47.00125247195726,-22.97771812370848,3937,1.188632,
brazil,3556305,-50.86543877593899,-21.22434485775903,249,1.4656526,
brazil,3556354,-46.42563011242695,-22.903046946194678,221,2.025778,
brazil,3556404,-46.902882893028114,-21.837250656070722,548,1.5885876,
brazil,3556453,-47.01429132519399,-23.62079636682541,1467,1.4415088,
brazil,3556503,-46.82407286675816,-23.212708250663045,1026,1.2142333,
brazil,3556701,-46.98728162124812,-23.040958955069826,3904,1.1690434,
brazil,3557006,-47.451173126172854,-23.55575172440859,2444,1.2413436,
brazil,3557105,-49.97702054205075,-20.418345535572108,1274,1.2498611,
brazil,3557303,-46.95941746336492,-22.264406191768867,237,1.603331,
brazil,4100400,-49.285398401152534,-25.32999681053102,2171,1.6408898,
brazil,4101408,-51.45098598403251,-23.554641653608353,1663,1.5584322,
brazil,4101507,-51.438599201778544,-23.4108265332326,1746,1.6509823,
brazil,4101606,-49.82788678264625,-24.14132281219234,292,1.4577203,
brazil,4101804,-49.384209545178976,-25.574864306860736,3619,1.302052,
brazil,4102000,-53.519387428483185,-24.40292158902018,556,1.8077916,
brazil,4102109,-51.669962278690186,-23.237722814984426,382,1.8250046,
brazil,4102307,-49.60055145617378,-25.47472121299271,166,1.9997532,
brazil,4102406,-50.37394175097843,-23.111447557590743,419,1.7355282,
brazil,4103602,-50.072855908992345,-23.04129035875127,326,1.8566726,
brazil,4103701,-51.25870418354214,-23.29147341801156,1663,1.393175,
brazil,4104006,-49.09107586205158,-25.348250683829008,1086,1.6598798,
brazil,4104204,-49.51131839240561,-25.453748097665084,1908,1.4759202,
brazil,4104253,-49.3911347050181,-25.37512753864621,672,2.0178993,
brazil,4104303,-52.37721300563657,-24.04206838534791,1299,1.6724895,
brazil,4104808,-53.454167665394735,-24.956216555087963,3418,1.411368,
brazil,4104907,-49.994133510026074,-24.797760415835132,838,1.717547,
brazil,4105508,-52.614454406488356,-23.665236160401545,1086,1.681274,
brazil,4105805,-49.1888527483403,-25.34894152518933,4313,1.456476,
brazil,4105904,-51.97458144474887,-22.83792704533325,287,2.0271218,
brazil,4106407,-50.64804601081794,-23.181332929344197,580,1.4133276,
brazil,4106605,-53.07148291585084,-23.78502460316631,377,2.0238392,
brazil,4106902,-49.27167800005764,-25.462907908320176,20887,1.0951838,
brazil,4107207,-53.063478115649666,-25.750926673288188,576,2.0460162,
brazil,4107652,-49.30796436254281,-25.65603827143547,2279,1.5002254,
brazil,4108304,-54.55445646243192,-25.516053848457794,3183,1.2659826,
brazil,4108403,-53.05427930671505,-26.068694296643326,1233,1.61717,
brazil,4108601,-53.02145496723213,-24.185855336625746,437,1.7143008,
brazil,4109401,-51.481010082353066,-25.38388402532399,2200,1.5540291,
brazil,4109609,-48.58658573162188,-25.90273747131335,714,1.8672004,
brazil,4109708,-50.19140329343324,-23.842170629956748,288,1.8404489,
brazil,4109807,-51.05765068645673,-23.273931485640684,963,1.7724452,
brazil,4110102,-50.615016204028414,-25.21404640958215,444,1.8971298,
brazil,4110706,-50.64907441412735,-25.481717447682612,971,1.5955873,
brazil,4111258,-49.34499106797156,-25.21968586345257,550,1.8366365,
brazil,4111506,-51.6739650049753,-24.241685473102617,475,2.1189632,
brazil,4111803,-49.97380086031653,-23.158015983347557,444,1.7203308,
brazil,4112009,-49.713616728252674,-24.25720061514474,500,1.8870591,
brazil,4112504,-51.70571312265692,-24.232683937031613,20,1.9410837,
brazil,4112702,-50.97270196589957,-23.258542944986726,124,1.7638521,
brazil,4113205,-49.723005437034544,-25.76543644709825,426,1.4868273,
brazil,4113304,-52.408887105679355,-25.401519459147256,484,1.9189042,
brazil,4113502,-53.13730858320745,-22.92911172925409,363,1.9869986,
brazil,4113700,-51.16958420688942,-23.311089653513495,5666,1.1530972,
brazil,4114104,-52.10142176387759,-23.341519742719946,434,1.6933376,
brazil,4114203,-51.682943400951935,-23.522122980182274,534,1.9978331,
brazil,4114302,-49.345749773856504,-25.699074366103794,29,1.7524766,
brazil,4114609,-54.05743799682456,-24.553180437369086,770,1.6608306,
brazil,4114807,-51.817010724867956,-23.479614690293474,773,1.4495343,
brazil,4115200,-51.93691256829724,-23.421273549326834,6285,1.1361432,
brazil,4115705,-48.52586757892984,-25.79003863036117,908,1.8771458,
brazil,4115804,-54.09301757039133,-25.290029466523514,655,1.5055344,
brazil,4116901,-52.202598665338826,-23.18562128937356,391,1.9162437,
brazil,4117503,-52.038729007699985,-23.457709838661465,644,1.4793787,
brazil,4117602,-51.997658655990634,-26.481950953330312,554,1.9150409,
brazil,4117701,-49.99918563025486,-25.430774716221578,388,1.7391697,
brazil,4118204,-48.53991646794809,-25.54034697979496,1371,1.3016117,
brazil,4118402,-52.459448367165365,-23.08027737830227,1239,1.6939263,
brazil,4118501,-52.681684637156444,-26.228033368451694,1244,1.6187892,
brazil,4119152,-49.176080790113886,-25.426732647355873,2968,1.2035434,
brazil,4119509,-49.10966063241727,-25.45876120994054,2345,1.4279349,
brazil,4119608,-51.764764840710214,-24.757673112335354,395,1.8834908,
brazil,4119905,-50.1539645448726,-25.102840998981353,4674,1.4179008,
brazil,4119954,-48.43781811884375,-25.64835505950497,914,1.9682977,
brazil,4120606,-50.98012841080447,-25.211222403685248,503,1.6134372,
brazil,4120804,-49.07467760295823,-25.37313971179866,1066,1.3571578,
brazil,4120903,-52.90203106601665,-25.450020520193963,347,1.8448408,
brazil,4122206,-49.312956109412305,-25.19660227305911,556,1.8291286,
brazil,4122305,-49.776099741210935,-26.08832792942266,528,1.4188688,
brazil,4122404,-51.37646359910573,-23.32008198815106,1133,1.6014773,
brazil,4124053,-54.41052836286601,-25.444569965767116,360,1.7534674,
brazil,4124103,-50.07116456107547,-23.297228655090887,499,1.7427043,
brazil,4125506,-49.17578296713779,-25.55551593197052,6710,1.4889088,
brazil,4125605,-50.39499597943554,-25.870154737312067,528,1.9026676,
brazil,4125704,-54.241878185816105,-25.349590532577775,321,1.942765,
brazil,4126256,-51.87201783703893,-23.4477893113728,2031,1.2926536,
brazil,4127106,-50.631642175970335,-24.326157764855246,811,1.6545767,
brazil,4127700,-53.7325448420775,-24.731963573966027,1798,1.4187044,
brazil,4128005,-52.98924219981643,-24.543483746197793,352,1.8290178,
brazil,4128104,-53.30618299861089,-23.769832572307404,1569,1.3617747,
brazil,4128203,-51.09793337048349,-26.232259052293593,431,1.8468043,
brazil,4200309,-49.70308899916699,-27.26543984098247,55,1.6449848,
brazil,4200606,-48.84023000751934,-27.700410039250578,89,2.5101097,
brazil,4201208,-48.746293371192394,-27.516540118402563,48,2.162497,
brazil,4201307,-48.75877770821183,-26.432361046274707,1259,1.8429854,
brazil,4201406,-49.49472212205207,-28.95354411007759,1213,1.7785112,
brazil,4201950,-49.42120016613473,-28.985773885124644,287,2.0888486,
brazil,4202008,-48.627790141370575,-27.000470293841683,1338,1.4934717,
brazil,4202073,-49.60643155500663,-29.13055855945017,30,2.3629966,
brazil,4202107,-48.69744455859181,-26.665531407545476,997,1.773351,
brazil,4202305,-48.6667541320099,-27.49808266993485,844,1.8455313,
brazil,4202404,-49.09595284197459,-26.885076131791674,4976,1.6234916,
brazil,4202453,-48.510689570865146,-27.165572998548463,816,1.9985832,
brazil,4202800,-49.1492219641026,-28.279356696519287,664,1.9208889,
brazil,4202909,-48.9164200174743,-27.104934413611094,2719,1.7135551,
brazil,4203006,-51.00005198464729,-26.783336709591293,957,1.494098,
