country,method,seed,municipality,rho
brazil,zero-shot,0,2906873,0.1915937771558719
brazil,zero-shot,0,2907202,0.04130312325720906
brazil,zero-shot,0,2907509,0.18712577582674017
brazil,zero-shot,0,2907806,0.008144843560593812
brazil,zero-shot,0,2908408,0.06944614696838465
brazil,zero-shot,0,2908507,0.13397533586071714
brazil,zero-shot,0,2909802,0.26296584958808344
brazil,zero-shot,0,2910057,-0.16008345020849962
brazil,zero-shot,0,2910503,0.025661215347872128
brazil,zero-shot,0,2910602,0.24009340484820055
brazil,zero-shot,0,2910701,0.0018333204398855555
brazil,zero-shot,0,2910727,-0.21746818146835808
brazil,zero-shot,0,2910800,0.2295074275025416
brazil,zero-shot,0,2911204,0.335156203298101
brazil,zero-shot,0,2911709,0.25260941958080196
brazil,zero-shot,0,2912103,0.0037069939800152413
brazil,zero-shot,0,2913200,-0.016598104771085403
brazil,zero-shot,0,2913606,0.18051197486302478
brazil,zero-shot,0,2914000,0.259091191555167
brazil,zero-shot,0,2914604,0.11948314122037251
brazil,zero-shot,0,2914653,0.4011109845611678
brazil,zero-shot,0,2914703,-0.10881930851568337
brazil,zero-shot,0,2914802,0.3361262845214362
brazil,zero-shot,0,2915601,0.17122003729538215
brazil,zero-shot,0,2915809,0.3049440531194309
brazil,zero-shot,0,2916104,0.11597536517468313
brazil,zero-shot,0,2916401,0.0784417281839976
brazil,zero-shot,0,2917508,0.09654230539943992
brazil,zero-shot,0,2917607,-0.10078472009519823
brazil,zero-shot,0,2917706,-0.015107286881167137
brazil,zero-shot,0,2918001,0.08745309952960771
brazil,zero-shot,0,2918407,-0.0013220674246607197
brazil,zero-shot,0,2919207,0.493639506030658
brazil,zero-shot,0,2919504,-0.006378397899839671
brazil,zero-shot,0,2919553,0.1451275551032
brazil,zero-shot,0,2920502,0.0923666884036027
brazil,zero-shot,0,2920601,-0.09178425894419329
brazil,zero-shot,0,2921005,0.14714899490887343
brazil,zero-shot,0,2921708,0.08150402575023669
brazil,zero-shot,0,2922003,0.33620089270175
brazil,zero-shot,0,2922508,-0.01977771193872379
brazil,zero-shot,0,2923001,-0.39903238547681297
brazil,zero-shot,0,2924009,0.40610739438998206
brazil,zero-shot,0,2925105,0.037416817983581575
brazil,zero-shot,0,2925204,-0.004284414515590604
brazil,zero-shot,0,2925303,-0.03723101496413462
brazil,zero-shot,0,2925501,0.2606807465654298
brazil,zero-shot,0,2926004,0.223029288782839
brazil,zero-shot,0,2926301,-0.10622687281777844
