fold,config,bag_mae,auroc_high,spearman_pooled,spearman_within,spearman_within_ageb,bags_scored,bags_scored_ageb,instances
3,lr 1e-4,0.07890453934669495,0.8324685127216991,0.5265096633738707,0.22029098641005745,0.2801122599263105,63,61,90398
3,lr 5e-4,0.07359780371189117,0.8197664187162745,0.5046180484206408,0.2092050332884038,0.2816395744282742,63,61,90398
3,lr 1e-3,0.08317262679338455,0.8039294208402498,0.4426605876004006,0.17023760316652373,0.218966133255175,63,61,90398
3,bce,0.07550504803657532,0.8360987195776637,0.519373882483941,0.21741477641755447,0.27522692261803866,63,61,90398
3,hidden 64,0.07799164950847626,0.8413463915242915,0.5414061776283247,0.2310591955882418,0.28282399651483636,63,61,90398
3,hidden 128,0.07784254848957062,0.8371942389149708,0.5291826507787845,0.22654430012281973,0.28581225489087125,63,61,90398
3,hidden 512,0.07521126419305801,0.8244617564292298,0.5099184980665568,0.2149195356189399,0.275622283707723,63,61,90398
3,dropout 0.0,0.08523274958133698,0.8362057518660482,0.5194736975502832,0.21250632640650063,0.25456780631243636,63,61,90398
3,dropout 0.5,0.08322043716907501,0.8373875495884519,0.5200069432729897,0.21307490516998975,0.2558474219429653,63,61,90398
3,standardize,0.07039836049079895,0.8091251098530612,0.5219316680466375,0.22008838491181335,0.2700732590516111,63,61,90398
3,decay 1e-3,0.08446672558784485,0.8366287783951899,0.5188915524901214,0.2132392568332645,0.25567777717499035,63,61,90398
3,decay 1e-5,0.08466583490371704,0.8365867675953461,0.5181661343541704,0.21284167603288895,0.25608672145181244,63,61,90398
4,base,0.07598868757486343,0.7719660898903337,0.4997448166341006,0.1701088828077575,0.2571425159819648,75,71,87249
4,lr 5e-5,0.08853659778833389,0.7809874645647137,0.5083961779097812,0.16908051797724524,0.24548077911341307,75,71,87249
4,lr 1e-4,0.07708382606506348,0.7801651989553553,0.5124282814409642,0.1749390331039484,0.25671881467962465,75,71,87249
4,lr 5e-4,0.06963273137807846,0.7551487344177588,0.47990355060680717,0.17947937607387912,0.28764023086043533,75,71,87249
4,lr 1e-3,0.06885188817977905,0.7528456017906748,0.4709893367379329,0.1757197108554839,0.2743640066063333,75,71,87249
4,bce,0.07185861468315125,0.7817536006428639,0.5117690914577502,0.18367052240574624,0.2834024721152457,75,71,87249
4,hidden 64,0.07592272758483887,0.7844867876476487,0.5167435763183005,0.17698468829910008,0.26169735474232436,75,71,87249
4,hidden 128,0.0741090402007103,0.7823904710159741,0.514925405622788,0.17808956572062667,0.25964836575457445,75,71,87249
4,hidden 512,0.07605782151222229,0.770663822476925,0.49474993465307077,0.16853513896720612,0.2603066349826009,75,71,87249
4,dropout 0.0,0.0762324184179306,0.7710370319321171,0.49773270568426875,0.16938629429521113,0.25379107117953104,75,71,87249
4,dropout 0.5,0.07335031777620316,0.7764010441013095,0.5064602436893186,0.1741131485062673,0.2578631947244412,75,71,87249
4,standardize,0.06884417682886124,0.7628092955065324,0.5183085220989161,0.1873914301034156,0.2773167845051096,75,71,87249
4,decay 1e-3,0.07589704543352127,0.7720214127036915,0.4999547687483148,0.17018954618494603,0.2538486745655562,75,71,87249
4,decay 1e-5,0.07598868757486343,0.7719660898903337,0.4997448166341006,0.1701088828077575,0.2571425159819648,75,71,87249
